井号,渗透性类型,岩性,井型,造斜点深度(m),生产时间(h),日产液(t),日产油(t),日产水(t),日产气(m3),含水率(%),油压(Mpa),套压(Mpa),动液面(m),泵径(mm),泵深(m),冲程(m),冲次(n/min),泵效(%),抽油机机型,额定载荷(kN),悬点载荷最大值(kN),悬点载荷最小值(kN),电机型号,电机额定功率(kW),平衡度,日耗电量(kW·h),输入功率(kW),地面效率(%),井下效率(%),系统效率(%),泵况分析结果,沉没度(m),抽油机负载率(%),电机功率利用率(%),百米吨液耗电(kW.h),K1,K2,节能限定值,节能评价值,对标结果
Test_788,低渗透,砂岩,直井,,24,12,1.63,10.37,52.16,86.4,0,0.1,1782,44,1803.97,4.8,4,36.61,CYJY12-4.8-73HB,120,90.1,33.5,YCCH280-8,30,0.86,243.61,10.15,73.74,32.02,23.61,供液不足,21.97,75.08,33.83,1.14,1.4,1.05,12.24,19.73,优良
Test_789,低渗透,砂岩,直井,,23,3.07,2.35,0.72,79.9,23.6,0,0.1,1000,38,2202.63,4,4,13.36,CYJS12-5-73HB,120,105.5,64.4,YCCH280-8,30,0.78,174.78,7.28,67.88,6.29,4.27,游动凡尔漏失泵下碰,1202.63,87.92,24.27,5.69,1.4,1.05,12.24,19.73,不达标
Test_790,低渗透,砂岩,直井,,24,21,6.34,14.66,202.88,69.8,0,0.1,1371,38,2001.15,5.5,4,64.51,CYJ14-5.5-73HB,140,81.4,38.2,YCCH280-8,30,1.18,291.08,12.13,69.53,41.14,28.6,游动凡尔漏失,630.15,58.14,40.43,1.01,1.4,1.05,12.24,19.73,优良
Test_791,低渗透,砂岩,直井,,24,30,4.83,25.17,154.56,83.9,0,0.1,1502,44,1702.36,4.8,4,78.97,CYJS12-5-73HB,120,81,40.2,YCCH280-8,30,1.37,237.25,9.89,64.13,85.11,54.58,供液不足游动凡尔漏失,200.36,67.5,32.97,0.53,1.4,1.05,12.24,19.73,优良
Test_792,低渗透,砂岩,直井,,24,3,0.18,2.82,5.76,94.1,0,0.1,2102.8,38,2103.55,4.8,4,19.31,CYJ14-4.8-73HB,140,81.7,42.2,YCCH280-8,30,0.9,149.04,6.21,38.74,53.34,20.66,气锁或严重液击,0.75,58.36,20.7,2.36,1.4,1.05,12.24,19.73,优良
Test_793,低渗透,砂岩,定向井,1725,24,4,3.19,0.81,102.08,20.2,0,0.1,2000,38,2228,5,4,65.98,CYJS12-5-73HB,120,93.3,57,YCCH280-8,30,0.51,95.22,3.97,77.43,112.8,87.35,气体影响泵下碰,228,77.75,13.23,1.19,1.4,1.05,12.24,19.73,优良
Test_794,低渗透,砂岩,定向井,775,24,16,0,16,0,100,0,0.1,2000,38,2300.62,5,4,65.64,CYJS12-5-73HB,120,83.2,48.6,YCCH280-8,30,0.96,225,9.37,37.49,113.59,42.59,气体影响游动凡尔漏失,300.62,69.33,31.23,0.7,1.4,1.05,12.24,19.73,优良
Test_795,低渗透,砂岩,直井,,24,10,1.37,8.63,43.84,86.3,0,0.1,1413,44,1899.05,4.6,4,26.03,CYJY14-4.8-73HB,140,82.9,44.3,YCCH280-8,30,0.77,322.99,13.46,50.56,23.3,11.78,游动凡尔漏失,486.05,59.21,44.87,2.29,1.4,1.05,12.24,19.73,不达标
Test_796,低渗透,砂岩,定向井,700,24,14,4.38,9.62,140.16,68.7,0,0.1,2052,38,2297.18,4,3.5,48.61,CYJS12-5-73HB,120,91.8,50,YCCH280-8,30,1.25,219.27,9.14,64.95,37.86,24.59,泵工作基本正常,245.18,76.5,30.47,0.76,1.4,1.05,12.24,19.73,优良
Test_797,低渗透,砂岩,直井,,24,29,0.58,28.42,18.56,98,0,0.1,1233.9,38,2000,5,4,94.83,YCYJ12-5-73HB,120,72.3,37.3,YCCH280-8,30,1.15,195.08,8.13,71.73,70.01,50.22,游动凡尔漏失,766.1,60.25,27.1,0.55,1.4,1.05,12.24,19.73,优良
Test_798,低渗透,砂岩,直井,,24,6.5,1.53,4.97,48.96,76.4,0,0.1,2286,38,2296.65,5,4,38.16,YCYJ12-5-73HB,120,97.1,54.9,YCCH280-8,30,1.11,64.86,2.7,70.6,82.44,58.2,固定凡尔漏失泵下碰,10.65,80.92,9,0.44,1.4,1.05,12.24,19.73,优良
Test_799,低渗透,砂岩,直井,,24,14,2.74,11.26,87.68,80.4,0,0.1,2297,38,2301.7,4.8,4,31.09,CYJ14-4.8-73HB,140,92.1,42.2,YCCH280-8,30,0.29,166.1,6.92,79.92,39.71,31.73,供液不足,4.7,65.79,23.07,0.52,1.4,1.05,12.24,19.73,优良
Test_800,低渗透,砂岩,直井,,24,7.1,2.51,4.59,0,64.7,0,0.1,995,38,1802.46,4.8,3.5,29.77,CYJ14-4.8-73HB,140,118.9,62.6,YCCH280-8,30,0.78,313.38,13.06,56.1,20.19,11.33,气体影响,807.46,84.93,43.53,4.44,1.4,1.05,12.24,19.73,不达标
Test_801,低渗透,砂岩,直井,,24,12,0.46,11.54,11.5,96.2,0,0.1,1755,38,2103,4.8,4,34.97,CYJ14-4.8-73HB,140,89.6,33.9,YCCH280-8,30,0.79,204.98,8.54,68.55,41.36,28.35,供液不足游动凡尔漏失,348,64,28.47,0.97,1.4,1.05,12.24,19.73,优良
Test_802,低渗透,砂岩,定向井,825,24,22,10.47,11.53,261.75,52.4,0,0.1,1167.68,38,2302.67,5,4,44.18,CYJS12-5-73HB,120,78.6,45.8,YCCH280-8,30,0.83,174.19,7.26,74.14,30.69,22.75,泵工作基本正常,1134.99,65.5,24.2,0.68,1.4,1.05,12.24,19.73,优良
Test_803,低渗透,砂岩,定向井,2025,24,31,0.51,30.49,0,98.1,0,0.1,620.14,38,2300.14,5,4,98.74,CYJS12-5-73HB,120,73.5,46.7,YCCH280-8,30,1.13,173.69,7.24,74.82,40.83,30.55,游动凡尔漏失,1680,61.25,24.13,0.9,1.4,1.05,12.24,19.73,优良
Test_804,低渗透,砂岩,定向井,1025,24,9.2,7.07,2.13,176.75,23.2,0,0.1,2049.59,38,2302.12,3,4,58.32,CYJS12-5-73HB,120,88.7,46.7,YCCH280-8,30,3.9,162.81,6.78,58.53,44.83,26.24,气体影响,252.53,73.92,22.6,0.86,1.4,1.05,12.24,19.73,优良
Test_805,低渗透,砂岩,定向井,1000,24,9.6,9.16,0.44,,4.6,0,0.1,2291,38,2301.73,3,4,55.92,CYJS12-5-73HB,120,89.6,46.5,YCCH280-8,30,2.7,202.63,8.44,50.6,47.25,23.91,供液不足,10.73,74.67,28.13,0.92,1.4,1.05,12.24,19.73,优良
Test_806,低渗透,砂岩,定向井,825,24,11,3.42,7.58,85.5,68.9,0,0.1,2099.71,38,2299.64,5,4,41.62,CYJS12-5-73HB,120,99.6,57,YCCH280-8,30,0.96,253.16,10.55,40.39,59.3,23.95,游动凡尔漏失泵下碰,199.93,83,35.17,1.1,1.4,1.05,12.24,19.73,优良
Test_807,低渗透,砂岩,定向井,775,24,15,13.62,1.38,340.5,9.2,0,0.1,2217.56,38,2301.97,5,4,55.15,CYJS12-5-73HB,120,87,57.6,YCCH280-8,30,0.88,220.09,9.17,31.6,117.27,36.43,游动凡尔漏失泵下碰,84.41,72.5,30.57,0.66,1.4,1.05,12.24,19.73,优良
Test_808,低渗透,砂岩,定向井,850,24,9.6,7.09,2.51,,26.1,0,0.1,1991.01,38,2294.5,3,4,50.22,CYJS12-5-73HB,120,91.4,47.5,YCCH280-8,30,5.99,113.22,4.72,67.93,56.56,38.43,气体影响,303.49,76.17,15.73,0.59,1.4,1.05,12.24,19.73,优良
Test_809,低渗透,砂岩,定向井,1800,24,18,15.23,2.77,,15.4,0,0.1,1063.99,38,2300.7,5,4,62.94,CYJS12-5-73HB,120,77.6,51.5,YCCH280-8,30,0.76,183.07,7.63,66.55,38.82,25.83,游动凡尔漏失,1236.71,64.67,25.43,0.96,1.4,1.05,12.24,19.73,优良
Test_810,低渗透,砂岩,直井,,24,28,3.61,24.39,90.25,87.1,0,0.1,1388.33,44,1792.77,5,4,79,CYJS12-5-73HB,120,72.7,32.8,CYQT250M-8,30,0.74,244.09,10.17,71.21,60.51,43.09,游动凡尔漏失,404.44,60.58,33.9,0.63,1.4,1.05,12.24,19.73,优良
Test_811,低渗透,砂岩,直井,,24,9,2.18,6.82,54.5,75.8,0,0.1,1852.87,44,1901.08,4,4,36.97,CYJY12-4.8-73HB,120,107.9,60.8,YCCH280-8,30,0.44,186.4,7.77,37,64.12,23.72,固定凡尔漏失游动凡尔漏失,48.21,89.92,25.9,1.12,1.4,1.05,12.24,19.73,优良
Test_812,低渗透,砂岩,定向井,1225,24,24,9.79,14.21,244.75,59.2,0,0.1,553.25,38,2300.34,5,4,119.67,CYJS12-5-73HB,120,70,45.3,YCCH250-8,30,0.91,151.81,6.33,65.26,51.79,33.8,游动凡尔漏失,1747.09,58.33,21.1,1.14,1.4,1.05,12.24,19.73,优良
Test_813,低渗透,砂岩,定向井,1275,17,14.17,0,14.17,,99.5,0,0.1,1458,38,2299.84,5,4,71.3,CYJS12-5-73HB,120,84.6,45,YCCH250-8,30,1.23,279.96,11.67,66.61,41.59,27.7,泵工作基本正常,841.84,70.5,38.9,1.36,1.4,1.05,12.24,19.73,优良
Test_814,低渗透,砂岩,定向井,825,24,6,0.42,5.58,10.5,10.5,0,0.1,2121,38,2299.84,5,4,23.21,CYJS12-5-73HB,120,91.4,46.2,YCCH280-8,30,0.49,151.39,6.31,63.1,34.71,21.9,固定凡尔漏失游动凡尔漏失,178.84,76.17,21.03,1.19,1.4,1.05,12.24,19.73,优良
Test_815,低渗透,砂岩,直井,,24,20,6.22,13.78,155.55,68.9,0,0.1,2140,38,2300.9,5,4,37.01,CYJS12-5-73HB,120,93.6,58.3,YCCH280-8,30,0.96,117.02,4.88,67.39,65.43,44.09,固定凡尔漏失游动凡尔漏失,160.9,78,16.27,0.27,1.4,1.05,12.24,19.73,优良
Test_816,低渗透,砂岩,定向井,950,24,3.4,3.16,0.24,79,7.1,0,0.1,2280,38,2290.36,5,4,10.31,CYJS12-5-73HB,120,90,68,YCCH280-8,30,0.99,245.2,10.22,37.27,20.4,7.61,泵下碰,10.36,75,34.07,3.16,1.4,1.05,12.24,19.73,不达标
Test_817,低渗透,砂岩,定向井,1725,24,8,3.83,4.17,95.75,52.1,0,0.1,2293,38,2303.97,5,4,36.23,CYJS12-5-73HB,120,91.4,43.4,YCCH280-8,30,0.99,340.87,14.2,43.67,35.45,15.48,供液不足游动凡尔漏失,10.97,76.17,47.33,1.86,1.4,1.05,12.24,19.73,达标
Test_818,低渗透,砂岩,定向井,825,24,10,6.43,3.57,160.75,35.7,0,0.1,2294,38,2304.97,5,4,37.44,CYJS12-5-73HB,120,91.9,59.4,YCCH280-8,30,0.55,208.15,8.67,40.5,68.13,27.59,游动凡尔漏失泵下碰,10.97,76.58,28.9,0.91,1.4,1.05,12.24,19.73,优良
Test_819,低渗透,砂岩,直井,,24,17,0.61,16.39,15.25,96.4,0,0.1,842.01,38,2297.33,4,4,61.27,CYJS12-5-73HB,120,83.9,46.4,Y250M-8,30,0.86,124.92,5.2,77.71,35.74,27.77,固定凡尔漏失游动凡尔漏失,1455.32,69.92,17.33,0.87,1.4,1.05,12.24,19.73,优良
Test_820,低渗透,砂岩,直井,,24,23,0.87,22.13,21.75,96.2,0,0.1,998.17,44,1548.51,5,4,74.56,CYJS12-5-73HB,120,67,36.2,YCCH280-8,30,0.86,214.67,8.94,72.82,50.64,36.87,游动凡尔漏失,550.34,55.83,29.8,0.94,1.4,1.05,12.24,19.73,优良
Test_821,低渗透,砂岩,定向井,2025,24,14,10.54,3.46,263.5,24.7,0,0.1,2292.38,38,2302.38,5,4,52.76,CYJS12-5-73HB,120,106.4,71.1,YCCH280-8,30,0.9,160.05,6.67,62.65,78.33,49.08,游动凡尔漏失泵下碰,10,88.67,22.23,0.5,1.4,1.05,12.24,19.73,优良
Test_822,低渗透,砂岩,直井,,24,4.2,0.92,3.28,23,78,0,0.1,2142.73,38,2201.95,5,4,4.81,CYJ14-4.8-73HB,140,99.2,56.4,YCCH280-8,30,1.12,152.29,6.35,72.07,6.06,4.37,固定凡尔漏失游动凡尔漏失,59.22,70.86,21.17,1.69,1.4,1.05,12.24,19.73,不达标
Test_823,低渗透,砂岩,定向井,,24,8.7,1.37,7.33,34.25,84.3,0,0.1,2145.31,38,2243.88,5,4,31.39,YCYJ12-5-73HB,120,98.4,44.3,YCCH280-8,30,1.14,252.68,10.53,69.96,28.65,20.04,游动凡尔漏失泵下碰,98.57,82,35.1,1.35,1.4,1.05,12.24,19.73,优良
Test_824,低渗透,砂岩,定向井,2075,24,2.9,0.03,2.87,0.75,99,0,0.1,572.55,56,1494.7,5,4,22.27,YCYJ12-5-73HB,120,63.3,32,YCCH280-8,30,2.23,211.93,8.83,69.88,14.94,10.44,游动凡尔漏失,922.15,52.75,29.43,12.76,1.4,1,12.86,20.71,不达标
Test_825,低渗透,砂岩,定向井,,24,22,0.22,21.78,5.5,99,0,0.1,708.28,38,2204.15,5,4,75.62,YCYJ12-5-73HB,120,80.6,45.8,YCCH280-8,30,1.16,202.41,8.43,64.98,32.68,21.24,游动凡尔漏失,1495.87,67.17,28.1,1.3,1.4,1.05,12.24,19.73,优良
Test_826,低渗透,砂岩,定向井,,6.5,2.33,0.39,1.94,9.75,83.4,0,0.1,955.11,38,2296.71,5,3.5,88.6,YCYJ12-5-73HB,120,78.2,48.3,YCCH280-8,30,1.53,178.27,7.43,53.18,51.81,27.55,泵工作基本正常,1341.6,65.17,24.77,8.01,1.4,1.05,12.24,19.73,优良
Test_827,低渗透,砂岩,定向井,1425,24,25,10.9,14.1,272.5,56.4,0,0.1,1288.31,38,2305.26,5,4,91.24,CYJS12-5-73HB,120,83.3,48.3,YCCH280-8,30,2.19,110.8,4.62,70.16,111.68,78.36,游动凡尔漏失,1016.95,69.42,15.4,0.34,1.4,1.05,12.24,19.73,优良
Test_828,低渗透,砂岩,定向井,825,24,12,9.76,2.24,244,18.7,0,0.1,2287,38,2297.32,5,4,42.46,CYJS12-5-73HB,120,89.5,52.6,YCCH280-8,30,0.8,182.14,7.59,52.28,67.34,35.21,固定凡尔漏失游动凡尔漏失,10.32,74.58,25.3,0.66,1.4,1.05,12.24,19.73,优良
Test_829,低渗透,砂岩,定向井,,24,9.9,7.96,1.94,199,19.6,0,0.1,2100,38,2207.69,4,4,43.58,CYJS12-5-73HB,120,88.9,54.1,YCCH280-8,30,0.99,231.3,9.64,46.84,47.49,22.25,游动凡尔漏失泵下碰,107.69,74.08,32.13,1.11,1.4,1.05,12.24,19.73,优良
Test_830,低渗透,砂岩,定向井,,24,4.5,3.87,0.63,96.75,14,0,0.1,2196.92,38,2305.12,5,4,38.74,CYJS12-5-73HB,120,86.6,60,CYQT250M-8,30,0.72,181,7.54,48.91,64.64,31.62,游动凡尔漏失泵下碰,108.2,72.17,25.13,1.83,1.4,1.05,12.24,19.73,优良
Test_831,低渗透,砂岩,定向井,675,24,15,4.11,10.89,102.75,72.6,0,0.1,1963.45,32,2295.65,5,4,68.61,CYJS12-5-73HB,120,84.7,43.7,YCCH280-8,30,1.08,168.24,7.01,66.02,65.42,63.19,游动凡尔漏失,332.2,70.58,23.37,0.57,1.4,1.05,12.24,19.73,优良
Test_832,低渗透,砂岩,定向井,,22,25.67,3.03,22.64,75.75,88.2,0,0.1,1258,44,1803.53,5,4,67.74,CYJS12-5-73HB,120,80,37.8,YCCH280-8,30,0.8,250.73,10.45,74.2,46.91,34.81,游动凡尔漏失泵下碰,545.53,66.67,34.83,0.78,1.4,1.05,12.24,19.73,优良
Test_833,低渗透,砂岩,定向井,600,24,9.6,4.97,4.63,124.25,48.2,0,0.1,2135.78,38,2295.45,5,4,36.35,CYJS12-5-73HB,120,92.3,36.9,YCCH280-8,30,1.1,285.15,11.88,73.27,25.12,18.41,供液不足,159.67,76.92,39.6,1.39,1.4,1.05,12.24,19.73,达标
Test_834,低渗透,砂岩,定向井,625,24,6.8,1.45,5.35,36.25,78.7,0,0.1,2130.82,32,2298.01,5,4,45.65,CYJS12-5-73HB,120,82.7,45.4,YCCH280-8,30,1.53,219.14,9.13,55.08,45.35,24.98,游动凡尔漏失泵下碰,167.19,68.92,30.43,1.51,1.4,1.05,12.24,19.73,优良
Test_835,低渗透,砂岩,定向井,,24,31,0.31,30.69,7.75,99,0,0.1,1365.23,56,1604.15,5,4,56.39,CYJS12-5-73HB,120,96.3,29.9,YCCH280-8,30,1.08,348.37,14.52,69.57,47.83,33.28,泵工作基本正常,238.92,80.25,48.4,0.82,1.4,1.05,12.24,19.73,优良
Test_836,低渗透,砂岩,定向井,575,24,14,2.28,11.72,57,83.7,0,0.1,1125.69,38,2100.9,5,4,50.09,CYJS12-5-73HB,120,84.6,37.7,YCCH280-8,30,1.21,293.56,12.23,64.67,23.81,15.4,泵工作基本正常,975.21,70.5,40.77,1.86,1.4,1.05,12.24,19.73,达标
Test_837,低渗透,砂岩,定向井,1675,24,12,8.83,3.17,220.75,26.4,0,0.1,2095.3,38,2301.39,4,4,57.87,CYJS12-5-73HB,120,88.9,44.3,YCCH280-8,30,1.21,194.68,8.11,79.51,40.2,31.97,泵工作基本正常,206.09,74.08,27.03,0.77,1.4,1.05,12.24,19.73,优良
Test_838,低渗透,砂岩,定向井,1175,24,19,0,19,0,99.9,0,0.1,2107.54,32,2193.85,5,3.5,43.76,CYJS12-5-73HB,120,85.4,44.8,YCCH280-8,30,1.25,227.99,9.5,63.74,30.94,19.72,固定凡尔漏失,86.31,71.17,31.67,0.57,1.4,1.05,12.24,19.73,达标
Test_839,低渗透,砂岩,定向井,1575,24,3.3,0,3.3,0,99,0,0.1,1048.14,38,2289.45,4,4,80.73,CYJS12-5-73HB,120,55.1,35.1,YCCH280-8,30,1.27,155.48,6.48,52.71,66.44,35.02,游动凡尔漏失,1241.31,45.92,21.6,4.5,1.4,1.05,12.24,19.73,优良
Test_840,低渗透,砂岩,定向井,1250,24,15,0.82,14.18,20.5,94.5,0,0.1,2142.81,38,2196.11,5,4,54.3,CYJS12-5-73HB,120,97.3,45.9,YCCH280-8,30,1.02,263.04,10.96,62.07,53.46,33.18,供液不足泵下碰,53.3,81.08,36.53,0.82,1.4,1.05,12.24,19.73,优良
Test_841,低渗透,砂岩,定向井,625,24,6.3,0.37,5.93,9.25,94.2,0,0.1,2291,32,2301.26,3,4,56.37,CYJS12-5-73HB,120,102,64.9,YCCH280-8,30,2.96,160.73,6.7,44.52,54.784,24.37,供液不足游动凡尔漏失,10.26,85,22.33,1.11,1.4,1.05,12.24,19.73,优良
Test_842,低渗透,砂岩,定向井,825,17.5,16.77,0,16.77,0,98,0,0.1,1372.75,38,1901.62,5,4,71.47,CYJS12-5-73HB,120,80.8,42.7,YCCH280-8,30,2.21,221.62,9.23,64.25,52.13,33.49,泵工作基本正常,528.87,67.33,30.77,0.96,1.4,1.05,12.24,19.73,优良
Test_843,低渗透,砂岩,定向井,,24,22,12.58,9.42,314.5,42.8,0,0.1,1252.77,44,1499.78,4,4,72.83,CYJS12-5-73HB,120,77.3,35.1,YCYH250M-8,30,2.23,189.84,7.91,70.95,52.02,36.9,泵工作基本正常,247.01,64.42,26.37,0.69,1.4,1,12.86,20.71,优良
Test_844,低渗透,砂岩,定向井,1525,23,1.92,0.76,1.16,19,60.2,0,0.1,1675,38,2301,5,4,11.28,CYJS12-5-73HB,120,97.1,59.9,YCCH280-8,30,0.74,166.64,6.94,57.09,18.81,10.74,游动凡尔漏失泵下碰,626,80.92,23.13,5.18,1.4,1.05,12.24,19.73,不达标
Test_845,低渗透,砂岩,定向井,1125,24,3.7,3.28,0.42,82,11.4,0,0.1,2294,38,2304.6,5,4,13.07,CYJS12-5-73HB,120,86,66.8,YCCH280-8,30,0.59,127.45,5.31,49.01,32.97,16.16,气锁或严重液击,10.6,71.67,17.7,1.5,1.4,1.05,12.24,19.73,达标
Test_846,低渗透,砂岩,定向井,1025,24,20,0,20,0,98.5,0,0.1,1536.54,38,2300.73,5,4,75.2,CYJS12-5-73HB,120,91.7,45.9,YCCH280-8,30,0.65,231.31,9.64,67.97,53.21,36.17,泵工作基本正常,764.19,76.42,32.13,0.75,1.4,1.05,12.24,19.73,优良
Test_847,低渗透,砂岩,定向井,,23,23.96,3.64,20.32,91,84.8,0,0.1,1283.82,44,1805.03,5,4,70.22,YCYJ12-5-73HB,120,80.1,30.7,YCCH280-8,30,1.55,286.38,11.93,69.29,43.66,30.25,泵工作基本正常,521.21,66.75,39.77,0.93,1.4,1.05,12.24,19.73,优良
Test_848,低渗透,砂岩,直井,,24,0.4,0.27,0.13,0,32,0,0.1,2288,38,2298.89,3,4,2.48,YCYJ14-5-53HB,140,90.6,54.2,YCCH280-8,45,2.27,78.37,3.27,45.72,6.42,2.93,气锁或严重液击,10.89,64.71,7.27,8.56,1.4,1.05,12.24,19.73,不达标
Test_849,低渗透,砂岩,直井,,24,15,1.12,13.88,35.84,92.5,0,0.1,1240,44,1795.47,4.6,4,37.53,CYJ12-4.8-73HB,120,77.6,40.7,YCCH280-8,30,0.86,367.65,15.32,48.44,35.83,17.36,游动凡尔漏失,555.47,64.67,51.07,1.98,1.4,1.05,12.24,19.73,达标
Test_850,低渗透,砂岩,定向井,2050,24,1.7,0.62,1.08,0,63.7,0.5,0,2242,38,2301.09,5,3.5,12.81,CYJS12-5-73HB,120,103.04,61.68,YCCH280-8,30,0.36,241.83,10.08,67.6,13.81,9.34,供液不足游动凡尔漏失,59.09,85.87,33.6,6.34,1.4,1.05,12.24,19.73,不达标
Test_851,低渗透,砂岩,定向井,1650,24,12,7.62,4.38,0,36.5,0.5,0,908,44,1900.33,5,3,30.97,CYJS12-5-73HB,120,88.93,54.08,YCCH280-8,30,1.03,138.59,5.77,67.06,34.46,23.11,泵工作基本正常,992.33,74.11,19.23,1.27,1.4,1.05,12.24,19.73,优良
Test_852,低渗透,砂岩,定向井,2210,24,19,15.58,3.42,0,18,0.5,0,523,38,1904.41,5,4,46.73,CYJS12-5-73HB,120,81.3,55.69,YCCH280-8,30,1.4,116.12,4.84,53.69,57.38,30.81,游动凡尔漏失,1381.41,67.75,16.13,1.17,1.4,1.05,12.24,19.73,优良
Test_853,低渗透,砂岩,定向井,1125,24,18,5.33,12.67,0,70.4,0.5,0,1675,44,1900.67,5,4,41.47,CYJS12-5-73HB,120,98.49,54.07,YCCH280-8,30,0.92,234.5,9.77,76.26,50.58,38.57,游动凡尔漏失,225.67,82.08,32.57,0.78,1.4,1.05,12.24,19.73,优良
Test_854,低渗透,砂岩,定向井,2125,24,13,11.66,1.34,0,10.3,0.5,0,516,38,2300.16,5,3,55.26,CYJS12-5-73HB,120,84.17,53.32,YCCH250-8,30,1.88,84.65,3.53,56.21,64.79,36.42,游动凡尔漏失,1784.16,70.14,11.77,1.26,1.4,1.05,12.24,19.73,优良
Test_855,低渗透,砂岩,定向井,2250,24,4,1.44,2.56,0,64,0.5,0,1887,44,1896.62,5,4,12.67,CYJS12-5-73HB,120,99.66,53.81,YCCH280-8,30,0.98,156.42,6.52,69.31,25.65,17.78,供液不足固定凡尔漏失,9.62,83.05,21.73,2.07,1.4,1.05,12.24,19.73,达标
Test_856,低渗透,砂岩,定向井,1150,24,11,7.26,3.74,0,34,0.5,0,598,44,1902.9,3,3,48.81,CYJS12-5-73HB,120,77.31,58.89,YCCH250-8,30,2.84,82.18,3.42,53.4,55.53,29.66,气体影响游动凡尔漏失,1304.9,64.43,11.4,1.25,1.4,1.05,12.24,19.73,优良
Test_857,低渗透,砂岩,定向井,2230,24,19,5.34,13.66,0,71.9,0.5,0,460,38,2296.19,5,4,52.94,CYJS12-5-73HB,120,84.01,61.29,YCCH280-8,30,0.9,151.82,6.33,70.24,33.21,23.33,游动凡尔漏失,1836.19,70.01,21.1,1.74,1.4,1.05,12.24,19.73,优良
Test_858,低渗透,砂岩,定向井,2050,24,16,15.68,0.32,0,2,0.5,0,1440,38,2300.35,4,4,50.16,YCYJ10-5-37HB,100,90.94,51.07,YCYJ280M2-8B,30,0.82,222.95,9.29,68.98,49.2,33.94,泵工作基本正常,860.35,90.94,30.97,0.97,1.4,1.05,12.24,19.73,优良
Test_859,低渗透,砂岩,定向井,2125,24,32,11.17,20.83,0,65.1,0.5,0,165.65,44,1798.99,5,4,78.7,YCYJ14-7-73HB,140,61.8,46.6,YCYT315-8,30,0.91,105.59,4.4,51.62,66.75,37.7,气锁或严重液击,1633.34,44.14,14.67,1.99,1.4,1.05,12.24,19.73,优良
Test_860,低渗透,砂岩,直井,,24,4.3,3.6,0.7,0,16.2,0.5,0,2063,38,2202.14,3,2.5,38.58,CYJS12-5-73HB,120,91,64.63,YCCH280-8,30,1.07,507.85,7.42,19.53,21.32,4.16,供液不足,139.14,75.83,24.73,5.72,1.4,1.05,12.24,19.73,不达标
Test_861,低渗透,砂岩,定向井,1900,24,9.2,3.44,5.76,0,62.6,0.5,0,1726,38,1901.26,4,3,41.21,CYJ12-5-73HB,120,68.42,42.31,CYQT250M-8,30,2.12,139.65,5.86,65.18,38.17,24.88,供液不足,175.26,57.02,19.53,0.88,1.4,1.05,12.24,19.73,优良
Test_862,低渗透,砂岩,直井,,24,2.3,1.33,0.97,0,42,0.5,0,2183,38,2193.23,4.5,4,11.71,YCYJ16-6-73HB,160,82.17,48.81,YCCH280-8,30,0.74,179.26,9.43,69.94,15.03,10.51,固定凡尔漏失泵下碰,10.23,51.36,31.43,3.57,1.4,1.05,12.24,19.73,不达标
Test_863,低渗透,砂岩,直井,,24,6.4,2.23,4.17,0,65.1,0.5,0,1751,38,2006.87,3.5,3.5,48.39,CYJ12-4.8-73HB,120,67.36,40.48,YCCH280-8,30,0.72,147.59,7.08,67.2,47.14,31.67,供液不足,255.87,56.13,23.6,1.32,1.4,1.05,12.24,19.73,优良
Test_864,低渗透,砂岩,定向井,825,24,3,0.23,2.77,0,92.4,0.5,0,2218,38,2299.36,4,4,11.83,CYJS12-5-73HB,120,67.64,30.17,YCCH280-8,30,0.7,386.71,16.11,74.42,6.68,4.97,固定凡尔漏失游动凡尔漏失,81.36,56.37,53.7,5.81,1.4,1.05,12.24,19.73,不达标
Test_865,低渗透,砂岩,直井,,24,23,3.13,19.87,0,86.4,0.5,0,1154,38,1807,4,5,69.9,YCYJ12-5-73HB,120,63.32,40.49,CYQT250M2-12,30,2.74,187.1,6.71,50.36,112.16,56.48,泵工作基本正常,653,52.77,22.37,0.7,1.4,1.05,12.24,19.73,优良
Test_866,低渗透,砂岩,定向井,1750,24,5.2,1.47,3.73,0,71.8,0.5,0,2059,38,2201.4,4,4,28.91,CYJ12-5-73HB,120,77.82,48.08,YCCH280-8,30,1.09,162.51,11.57,64.39,36.02,23.19,供液不足,142.4,64.85,38.57,1.52,1.4,1.05,12.24,19.73,优良
Test_867,低渗透,砂岩,定向井,1800,24,10,2.36,7.64,0,76.4,0.5,0,1979,38,2096.49,4,3,34.89,CYJ12-5-73HB,120,77.02,47.53,YCCH280-8,30,1.26,171.52,6.91,69.56,26.08,18.14,供液不足游动凡尔漏失,117.49,64.18,23.03,0.87,1.4,1.05,12.24,19.73,达标
Test_868,低渗透,砂岩,直井,,24,11,1.44,9.56,0,86.9,0.5,0,1692,38,1696.3,4,4,34.3,YCYJ12-5-73HB,120,58.95,38.21,YCCH280-8,30,1.2,150.3,6.26,78.46,9.27,7.27,气体影响,4.3,49.13,20.87,0.81,1.4,1.05,12.24,19.73,不达标
Test_869,低渗透,砂岩,定向井,650,24,10,7.5,2.5,0,25,0.5,0,1913,38,2299.69,4,3,54.9,CYJS12-5-73HB,120,83.45,52.14,YCCH280-8,30,1.47,184.46,10.55,76.8,23.04,17.7,固定凡尔漏失,386.69,69.54,35.17,0.96,1.4,1.05,12.24,19.73,达标
