井号,渗透性类型,岩性,井型,造斜点深度(m),生产时间(h),日产液(t),日产油(t),日产水(t),日产气(m3),含水率(%),油压(Mpa),套压(Mpa),动液面(m),泵径(mm),泵深(m),冲程(m),冲次(n/min),泵效(%),抽油机机型,额定载荷(kN),悬点载荷最大值(kN),悬点载荷最小值(kN),电机型号,电机额定功率(kW),平衡度,日耗电量(kW·h),输入功率(kW),地面效率(%),井下效率(%),系统效率(%),泵况分析结果,沉没度(m),抽油机负载率(%),电机功率利用率(%),百米吨液耗电(kW.h),K1,K2,节能限定值,节能评价值,对标结果
Test_450,中渗透,砂岩,定向井,1194,24,15,0.98,14.02,16,93.4666666667,0.45,0,936.5,38,1999.39,4,4,62.41,CYJS12-5-73HB,120,76.3,39.9,YCCH280-8,30,2.49,210.87,8.79,66.97,28.65,19.19,泵工作基本正常,1062.89,63.58,29.3,1.5,1,1.05,17.14,27.62,达标
Test_451,中渗透,砂岩,直井,,24,30.5,1.93,28.57,14,93.6721311475,0.45,0,1222.68,44,1800.02,5,4.5,68.45,YCYJ12-5-73HB,120,71.2,34.4,Y250M-8,45,1.32,270.87,11.29,79,49.33,38.97,游动凡尔漏失,577.34,59.33,25.09,0.73,1,1.05,17.14,27.62,优良
Test_452,中渗透,砂岩,水平井,2475,24,43.3,2.34,40.96,26,94.5958429561,0.45,0,1228.23,56,1597.94,5,4,70.02,CYJS12-5-73HB,120,51.8,43.1,YCCH280-8,30,0.92,295.59,12.32,71.07,71.84,51.06,泵工作基本正常,369.71,43.17,41.07,0.56,1,1.05,17.14,27.62,优良
Test_453,中渗透,砂岩,定向井,1850,24,5.1,3.45,1.65,11,32.3529411765,0.45,0,2191.26,38,2302.92,4,4,21.38,CYJS12-5-73HB,120,96.4,42.9,YCH280-8,33,0.85,251.66,10.49,63.21,18.32,11.58,供液不足,111.66,80.33,31.79,2.25,1,1.05,17.14,27.62,不达标
Test_454,中渗透,砂岩,定向井,1350,24,12.6,1.42,11.18,31,88.7301587302,0.45,0,1701.43,38,2201.84,4,4,55.19,CYJS12-5-73HB,120,84.5,49.3,YCH280-8,33,0.98,221.15,9.21,76.36,35.37,27.01,游动凡尔漏失,500.41,70.42,27.91,1.03,1,1.05,17.14,27.62,达标
Test_455,中渗透,砂岩,直井,,24,41.8,2.5,39.3,5,94.019138756,0.45,0,1026.97,56,1587.92,5,4,68.1,CYJS12-5-73HB,120,92.7,37,YCCH280-8,30,1.34,255.34,10.64,77.97,58.13,45.32,泵工作基本正常,560.95,77.25,35.47,0.59,1,1.05,17.14,27.62,优良
Test_456,中渗透,砂岩,定向井,675,24,22.7,1.66,21.04,7,92.6872246696,0.45,0,1714.67,44,1799.52,5,4,60.02,YCYJ12-5-73HB,120,86.4,32.4,YCCH280-8,30,1.04,287.95,12,67.18,54.13,36.36,固定凡尔漏失,84.85,72,40,0.74,1,1.05,17.14,27.62,优良
Test_457,中渗透,砂岩,直井,,24,19.3,0.97,18.33,7,94.9740932642,0.45,0,1707.54,44,2300.02,4,4,63.33,CYJS12-5-73HB,120,95.9,48.5,YCCH280-8,30,1.05,195.06,8.13,78.58,58.05,45.62,游动凡尔漏失,592.48,79.92,27.1,0.59,1,1.05,17.14,27.62,优良
Test_458,中渗透,砂岩,定向井,1850,24,17.1,4.97,12.13,12,70.9356725146,0.45,0,1416.89,38,2297.36,4,3.5,82.56,CYJS12-5-73HB,120,104.2,43.3,YCCH280-8,30,0.74,196.54,8.19,64.03,50.77,32.51,泵下碰,880.47,86.83,27.3,0.81,1,1.05,17.14,27.62,优良
Test_459,中渗透,砂岩,直井,,24,18.3,1.52,16.78,3,91.693989071,0.45,0,960.75,44,1787.26,5,4,45.59,YCYJ12-5-73HB,120,70.9,38.5,YCCH280-8,30,1.34,261.15,10.88,69.24,26.09,18.06,泵工作基本正常,826.51,59.08,36.27,1.49,1,1.05,17.14,27.62,达标
Test_460,中渗透,砂岩,水平井,2428,24,9.58,1.68,7.9,6,82.4634655532,0.45,0,1652,44,1895.01,4,4,29.94,CYJS12-5-73HB,120,93,45,YCCH280-8,30,0.77,202.05,8.42,71.4,29.17,20.82,泵下碰,243.01,77.5,28.07,1.28,1,1.05,17.14,27.62,达标
Test_461,中渗透,砂岩,定向井,2500,24,10.7,3.82,6.88,18,64.2990654206,0.45,0,1997.67,38,2001.28,4,4,47.38,CYJS12-5-73HB,120,86.7,50.2,YCCH280-8,30,1.64,191.95,8,72.39,39.75,28.78,供液不足,3.61,72.25,26.67,0.9,1,1.05,17.14,27.62,优良
Test_462,中渗透,砂岩,定向井,2100,24,12.5,3.84,8.66,16,69.28,0.45,0,2292.63,38,2302.63,5,4,43.49,CYJS12-5-73HB,120,101.7,44.4,YCCH280-8,30,1.13,357.22,14.88,76.78,27.09,20.8,供液不足,10,84.75,49.6,1.25,1,1.05,17.14,27.62,达标
Test_463,中渗透,砂岩,定向井,2500,24,11.6,6.33,5.27,20,45.4310344828,0.45,0,2150.39,38,2299.35,4,4,52.81,CYJS12-5-73HB,120,99,48.5,YCCH280-8,30,0.65,112.94,4.71,69.56,79.92,55.59,固定凡尔漏失游动凡尔漏失,148.96,82.5,15.7,0.45,1,1.05,17.14,27.62,优良
Test_464,中渗透,砂岩,定向井,1300,24,4.6,3.97,0.63,38,13.6956521739,0.45,0,2019,38,2295.04,4,4,27.83,CYJS12-5-73HB,120,97.9,61.6,YCH280-8,33,2.25,135.66,5.65,61.76,26.46,16.34,气体影响,276.04,81.58,17.12,1.46,1,1.05,17.14,27.62,不达标
Test_465,中渗透,砂岩,定向井,1625,24,21.6,9.56,12.04,10,55.7407407407,0.45,0,1719.62,38,2304.69,5,4,77.52,CYJS12-5-73HB,120,98.3,44.1,YCCH280-8,30,0.64,292.13,12.17,77.08,41.89,32.29,泵工作基本正常,585.07,81.92,40.57,0.79,1,1.05,17.14,27.62,优良
Test_466,中渗透,砂岩,定向井,1000,24,14.8,2.43,12.37,21,83.5810810811,0.45,0,1787.77,38,2202.39,4,4,67.9,CYJS12-5-73HB,120,110.7,60.6,YCCH280-8,30,0.6,247.23,10.3,73.71,38.5,28.38,泵工作基本正常,414.62,92.25,34.33,0.93,1,1.05,17.14,27.62,优良
Test_467,中渗透,砂岩,定向井,2075,24,3.2,2.76,0.44,5,13.75,0.45,0,1866,38,2297.15,4,4,12.86,CYJS12-5-73HB,120,92.5,61.1,YCCH280-8,30,1.26,357.05,14.88,70.54,5.66,3.99,固定凡尔漏失,431.15,77.08,49.6,5.98,1,1.05,17.14,27.62,不达标
Test_468,中渗透,砂岩,定向井,1482,24,11.8,9.92,1.88,35,15.9322033898,0.45,0,1997.51,38,2203.32,4,4,52.19,CYJS12-5-73HB,120,88.3,47.7,YCH280-8,33,1.31,184.16,7.67,68.16,44.96,30.65,供液不足,205.81,73.58,23.24,0.78,1,1.05,17.14,27.62,优良
Test_469,中渗透,砂岩,直井,,24,32.9,0.96,31.94,10,97.0820668693,0.45,0,1000,44,1800.59,5,4,75.82,CYJS12-5-73HB,120,60.8,45.3,YCCH280-8,30,1.01,110.24,4.59,64.47,125.51,80.92,气体影响游动凡尔漏失,800.59,50.67,15.3,0.34,1,1.05,17.14,27.62,优良
Test_470,中渗透,砂岩,直井,,24,30.5,2.16,28.34,11,92.9180327869,0.45,0,1811,44,1902.3,5,4.5,83.16,YCYJ12-5-73HB,120,73.1,34,YCY280M-6,55,1.27,277.41,11.56,79.45,67.63,53.73,泵工作基本正常,91.3,60.92,21.02,0.5,1,1.05,17.14,27.62,优良
Test_471,中渗透,砂岩,直井,,24,16.4,15.62,0.78,22,4.756097561,0.45,0,1993.79,38,2300.03,4,4.5,51.33,CYJS12-5-73HB,120,85.6,61,Y250M-8,45,0.6,240.56,10.02,72.02,45.47,32.75,气体影响,306.24,71.33,22.27,0.74,1,1.05,17.14,27.62,优良
Test_472,中渗透,砂岩,直井,,24,64.3,1.48,62.82,6,97.6982892691,0.45,0,800,56,1599.98,5,4,91.25,CYJS12-5-73HB,120,53.2,23.9,Y250M-8,45,1.92,169.27,7.05,71.72,114.98,82.47,游动凡尔漏失,799.98,44.33,15.67,0.33,1,1.05,17.14,27.62,优良
Test_473,中渗透,砂岩,直井,,24,8.1,0.16,7.94,8,98.024691358,0.45,0,2096.97,38,2301.52,5,4,23.28,CYJS12-5-73HB,120,77.5,51.4,YCCH280-8,30,0.72,239.67,9.99,69.82,27.56,19.24,气体影响游动凡尔漏失,204.55,64.58,33.3,1.41,1,1.05,17.14,27.62,达标
Test_474,中渗透,砂岩,直井,,24,3.1,2.58,0.52,9,16.7741935484,0.45,0,2009,38,2190.32,4,4,12.76,CYJS12-5-73HB,120,97.2,47.1,Y250M-8,45,0.82,185.76,7.74,78.94,10.38,8.2,固定凡尔漏失游动凡尔漏失,181.32,81,17.2,2.98,1,1.05,17.14,27.62,不达标
Test_475,中渗透,砂岩,直井,,24,7.7,1.09,6.61,10,85.8441558442,0.45,0,1900,38,2298.64,5,4,26.31,CYJS12-5-73HB,120,94.3,55.7,YCCH280-8,30,0.81,339.72,14.15,69.21,16.59,11.48,游动凡尔漏失泵下碰,398.64,78.58,47.17,2.32,1,1.05,17.14,27.62,不达标
Test_476,中渗透,砂岩,直井,,24,9.53,2.08,7.45,6,78.1741867786,0.45,0,1916.94,38,1995.42,4,4,37.86,CYJS12-5-73HB,120,82.1,29,YCCH280-8,30,2.33,293.29,12.22,74.37,22.2,16.51,固定凡尔漏失,78.48,68.42,40.73,1.61,1,1.05,17.14,27.62,不达标
Test_477,中渗透,砂岩,定向井,850,24,47.3,2.17,45.13,39,95.4122621564,0.45,0,1427.61,56,1501.15,5,4.5,67.97,CYJS12-5-73HB,120,89.7,28.7,YCCH280-8,30,0.65,380.46,15.85,70.79,67.74,47.96,供液不足,73.54,74.75,52.83,0.56,1,1.05,17.14,27.62,优良
Test_478,中渗透,砂岩,直井,,24,45.4,2.52,42.88,3,94.449339207,0.45,0,1539.5,56,1590.06,5,4,71.74,CYJS12-5-73HB,120,86.8,29.9,YCCH280-8,30,0.86,335.27,13.97,74.34,75.81,56.36,游动凡尔漏失,50.56,72.33,46.57,0.48,1,1.05,17.14,27.62,优良
Test_479,中渗透,砂岩,直井,,24,25.9,2.77,23.13,16,89.305019305,0.45,0,1596.92,44,1800.75,5,4,66.66,CYJS12-5-73HB,120,71.9,33.1,YCCH280-8,30,1.16,274.12,11.42,71.64,56.88,40.75,气体影响,203.83,59.92,38.07,0.66,1,1.05,17.14,27.62,优良
Test_480,中渗透,砂岩,直井,,24,35,3.09,31.91,8,91.1714285714,0.45,0,1431,56,1590.6,5,4,58.11,CYJS12-5-73HB,120,80.7,28.2,YCCH280-8,30,1.3,322.02,13.42,72.06,58.06,41.84,游动凡尔漏失,159.6,67.25,44.73,0.64,1,1.05,17.14,27.62,优良
Test_481,中渗透,砂岩,定向井,2125,24,18.3,7.12,11.18,5,61.0928961749,0.45,0,1555,38,2094.06,4,4.5,54.3,CYJS12-5-73HB,120,85,48.7,YCCH280-8,30,0.93,293,12.21,64.84,38.72,25.11,泵工作基本正常,539.06,70.83,40.7,1.03,1,1.05,17.14,27.62,达标
Test_482,中渗透,砂岩,定向井,2025,24,11.9,4.17,7.73,30,64.9579831933,0.45,0,1763,38,1996.94,5,4,39.17,CYJS12-5-73HB,120,71.9,37.8,YCCH280-8,30,0.91,231.91,9.66,65.98,35.62,23.5,气体影响,233.94,59.92,32.2,1.11,1,1.05,17.14,27.62,达标
Test_483,中渗透,砂岩,定向井,1800,24,13.8,3.81,9.99,9,72.3913043478,0.45,0,1931,44,2002.92,4,4,47.71,CYJS12-5-73HB,120,89.6,42.9,YCCH280-8,30,1.11,221.07,9.21,72.76,43.61,31.73,泵工作基本正常,71.92,74.67,30.7,0.83,1,1.05,17.14,27.62,优良
Test_484,中渗透,砂岩,直井,,24,9.5,3.72,5.78,11,60.8421052632,0.45,0,2289,38,2289.29,5,4,36.74,CYJS12-5-73HB,120,92,38.9,Y250M-8,45,1.01,258.93,10.79,75.12,29.03,21.81,固定凡尔漏失,0.29,76.67,23.98,1.19,1,1.05,17.14,27.62,达标
Test_485,中渗透,砂岩,定向井,2100,24,7,1.81,5.19,4,74.1428571429,0.45,0,1955.65,38,2302.08,3,4,42.54,CYJS12-5-73HB,120,83.8,43.2,YCCH280-8,30,4.28,165.43,6.89,79.47,27.47,21.83,泵工作基本正常,346.43,69.83,22.97,1.21,1,1.05,17.14,27.62,达标
Test_486,中渗透,砂岩,定向井,2675,24,21.5,3.24,18.26,26,84.9302325581,0.45,0,1765.18,38,2304.18,5,4,78.19,CYJS12-5-73HB,120,91.1,45.3,YCCH280-8,30,0.75,269.74,11.24,74.62,50.1,37.38,泵工作基本正常,539,75.92,37.47,0.71,1,1.05,17.14,27.62,优良
Test_487,中渗透,砂岩,直井,,24,7,2.03,4.97,28,71,0.45,0,2188.56,38,2198.56,4.5,4,25.77,CYJY12-5.5-73HB,120,88.2,40.1,YCCH280-8,30,0.54,292.18,12.17,78.73,17.88,14.08,供液不足游动凡尔漏失,10,73.5,40.57,1.91,1,1.05,17.14,27.62,不达标
Test_488,中渗透,砂岩,直井,,24,1.5,0.85,0.65,12,43.3333333333,0.45,0,1650,32,2104.68,4,4,10.92,CYJS12-5-73HB,120,73.4,43,Y250M-8,45,3.06,112.99,4.71,62.92,8.74,5.5,供液不足泵下碰,454.68,61.17,10.47,4.57,1,1.05,17.14,27.62,不达标
Test_489,中渗透,砂岩,直井,,24,22.6,2.91,19.69,10,87.1238938053,0.45,0,1401,44,1503.26,5,4,69.14,CYJS12-5-73HB,120,76.4,36,Y250M-8,45,5.36,156.93,6.54,79.71,67.71,53.98,游动凡尔漏失,102.26,63.67,14.53,0.5,1,1.05,17.14,27.62,优良
Test_490,中渗透,砂岩,定向井,750,24,23,1.43,21.57,5,93.7826086957,0.45,0,956,44,1805.25,4,4,55.84,CYJS12-5-73HB,120,71.9,34.3,Y250M-8,45,0.68,213.22,8.88,65.5,42.5,27.84,游动凡尔漏失,849.25,59.92,19.73,0.97,1,1.05,17.14,27.62,优良
Test_491,中渗透,砂岩,定向井,1680,24,33.5,1.86,31.64,6,94.447761194,0.45,0,793,44,1803.6,5,4,79.6,CYJS12-5-73HB,120,75.2,36.9,Y250M-8,45,0.9,274.23,11.43,79.22,33.06,26.19,游动凡尔漏失,1010.6,62.67,25.4,1.03,1,1.05,17.14,27.62,达标
Test_492,中渗透,砂岩,定向井,325,24,26.4,1.16,25.24,9,95.6060606061,0.45,0,1500.67,44,1802.33,5,4,66.13,CYJS12-5-73HB,120,80,29.6,YCCH280-8,30,1.31,280.77,11.7,74.38,53.47,39.77,泵工作基本正常,301.66,66.67,39,0.71,1,1.05,17.14,27.62,优良
Test_493,中渗透,砂岩,直井,,24,5.1,0.38,4.72,21,92.5490196078,0.45,0,990.68,56,1000,5,3.5,14.64,CYJY12-5.5-73HB,120,58.9,20,YCCH280-8,30,2.53,158.17,6.59,66.06,13.86,9.15,游动凡尔漏失泵上挂,9.32,49.08,21.97,3.13,1,1,18,29,不达标
Test_494,中渗透,砂岩,定向井,625,24,23.3,3.81,19.49,19,83.6480686695,0.45,0,1714.62,44,1800.73,5,4,59.8,CYJS12-5-73HB,120,78.6,29.1,YCCH280-8,30,1.12,283.62,11.82,77.42,50.01,38.72,供液不足,86.11,65.5,39.4,0.71,1,1.05,17.14,27.62,优良
Test_495,中渗透,砂岩,定向井,1850,24,16.3,10.58,5.72,24,35.0920245399,0.45,0,1753.38,38,1803.28,5,4,53.23,CYJS12-5-73HB,120,73.5,38,YCCH280-8,30,0.56,267.64,11.15,75.71,36.34,27.51,游动凡尔漏失,49.9,61.25,37.17,0.94,1,1.05,17.14,27.62,达标
Test_496,中渗透,砂岩,直井,,24,5.3,5.24,0.06,32,1.1320754717,0.45,0,2096,38,2206.96,5,4,18.58,YCYJ12-5-73HB,120,87.9,46.1,YCCH280-8,30,0.88,237.63,9.9,73.95,15.5,11.46,供液不足,110.96,73.25,33,2.14,1,1.05,17.14,27.62,不达标
Test_497,中渗透,砂岩,直井,,24,3.7,0.94,2.76,5,74.5945945946,0.45,0,1850,38,2099.93,5,3,14.02,CYJS12-5-73HB,120,84.2,61,YCCH280-8,30,1.01,265.85,11.08,72.2,9.38,6.77,泵下碰,249.93,70.17,36.93,3.88,1,1.05,17.14,27.62,不达标
Test_498,中渗透,砂岩,定向井,1750,24,8.7,2.84,5.86,10,67.3563218391,0.45,0,2140.15,38,2140.15,4,4,38.64,CYJS12-5-73HB,120,92,30.2,YCCH280-8,30,1.43,285.11,11.88,77.1,22.55,17.39,泵工作基本正常,0,76.67,39.6,1.53,1,1.05,17.14,27.62,达标
Test_499,中渗透,砂岩,定向井,2025,24,23.5,1.95,21.55,11,91.7021276596,0.45,0,1256.4,38,2290.38,5,4,73.43,CYJS12-5-73HB,120,50.5,31.6,YCCH280-8,30,3.69,154.25,6.43,57.24,94.25,53.95,泵工作基本正常,1033.98,42.08,21.43,0.52,1,1.05,17.14,27.62,优良
Test_500,中渗透,砂岩,定向井,1950,24,21.3,15.22,6.08,10,28.544600939,0.45,0,1511.62,38,2200.44,5,4,72.19,CYJS12-5-73HB,120,87.3,48.8,YCCH280-8,30,0.94,436.87,18.2,70.13,27.23,19.09,泵工作基本正常,688.82,72.75,60.67,1.36,1,1.05,17.14,27.62,达标
Test_501,中渗透,砂岩,定向井,2100,24,13.6,3.66,9.94,12,73.0882352941,0.45,0,1440,38,1983.13,4,4,60.37,CYJS12-5-73HB,120,78.4,34.5,YCCH280-8,30,2.32,373.06,15.54,47.34,29.31,13.88,泵工作基本正常,543.13,65.33,51.8,1.9,1,1.05,17.14,27.62,不达标
Test_502,中渗透,砂岩,直井,,24,13.5,0.33,13.17,10,97.5555555556,0.45,0,765.14,38,2001.67,5,4,40.1,CYJY12-5.5-73HB,120,70.6,36,YCCH280-8,30,0.8,236.56,9.86,66.75,19.18,12.8,游动凡尔漏失,1236.53,58.83,32.87,2.29,1,1.05,17.14,27.62,不达标
Test_503,中渗透,砂岩,直井,,24,14.7,0.72,13.98,12,95.1020408163,0.45,0,1443.19,38,1999.49,5,3.5,53.93,CYJS12-5-73HB,120,67,38.6,YCCH280-8,30,1.16,197.67,8.24,64.14,47.18,30.26,泵工作基本正常,556.3,55.83,27.47,0.93,1,1.05,17.14,27.62,优良
Test_504,中渗透,砂岩,直井,,24,2.7,2.55,0.15,5,5.5555555556,0.45,0,2186.24,32,2198.55,4,4,12.19,CYJY12-5.5-73HB,120,106.2,48.3,YCCH280-8,30,0.57,324.07,13.5,68.42,6.76,4.63,泵工作基本正常,12.31,88.5,45,5.49,1,1.05,17.14,27.62,不达标
Test_505,中渗透,砂岩,直井,,24,13.1,5.52,7.58,11,57.8625954198,0.45,0,1432.87,44,1992.77,4,3.5,41.07,YCYJ12-5-73HB,120,73.4,45.9,YCCH280-8,30,2.86,235.97,9.83,79.98,26.89,21.51,固定凡尔漏失,559.9,61.17,32.77,1.26,1,1.05,17.14,27.62,达标
Test_506,中渗透,砂岩,直井,,24,8.6,4.11,4.49,8,52.2093023256,0.45,0,1412,38,2189.34,4,3,61.16,YCYJ12-5-73HB,120,94.6,33.4,Y250M-8,45,1.63,212.87,8.87,64.36,22.65,14.58,气体影响游动凡尔漏失,777.34,78.83,19.71,1.75,1,1.05,17.14,27.62,不达标
Test_507,中渗透,砂岩,直井,,24,16.2,1.75,14.45,21,89.1975308642,0.45,0,1158.23,38,1799.59,4,4,51.67,CYJS12-5-73HB,120,73.5,29.3,YCCH280-8,30,0.9,315.76,13.16,62.96,26.68,16.8,游动凡尔漏失,641.36,61.25,43.87,1.68,1,1.05,17.14,27.62,不达标
Test_508,中渗透,砂岩,定向井,1750,24,9.4,3.89,5.51,6,58.6170212766,0.45,0,2195,38,2205.85,5,3,44.12,CYJS12-5-73HB,120,90.8,33.4,YCCH280-8,30,0.74,217.43,9.06,70.96,34.8,24.7,供液不足,10.85,75.67,30.2,1.05,1,1.05,17.14,27.62,达标
Test_509,中渗透,砂岩,定向井,2650,24,17.3,12.77,4.53,12,26.1849710983,0.45,0,1626.89,38,2302.71,4,4,75.79,CYJS12-5-73HB,120,81.5,39.2,YCCH280-8,30,1.42,215.83,8.99,69.08,47.09,32.53,泵工作基本正常,675.82,67.92,29.97,0.77,1,1.05,17.14,27.62,优良
Test_510,中渗透,砂岩,定向井,2100,24,9.3,8.68,0.62,16,6.6666666667,0.45,0,2247.73,38,2305.84,4,4,42.22,CYJS12-5-73HB,120,82.2,61.3,YCCH280-8,30,0.95,190.43,7.93,77.63,34.51,26.79,供液不足,58.11,68.5,26.43,0.91,1,1.05,17.14,27.62,达标
Test_511,中渗透,砂岩,定向井,2700,24,17.5,0.3,17.2,18,98.2857142857,0.45,0,1779,38,2198.53,5,4,60.83,CYJS12-5-73HB,120,78.1,41,YCCH280-8,30,0.95,234.11,9.75,72.18,50.05,36.12,游动凡尔漏失,419.53,65.08,32.5,0.75,1,1.05,17.14,27.62,优良
Test_512,中渗透,砂岩,定向井,2300,24,4.31,1.05,3.26,10,75.6380510441,0.45,0,2150,38,2305.87,4,4,24.31,CYJS12-5-73HB,120,85.4,44.2,YCCH280-8,30,5.08,204.88,8.54,72.58,16.37,11.88,固定凡尔漏失,155.87,71.17,28.47,2.21,1,1.05,17.14,27.62,不达标
Test_513,中渗透,砂岩,直井,,24,2.8,0.61,2.19,23,78.2142857143,0.45,0,1990.55,38,2000.55,3,4,15.48,CYJS12-5-73HB,120,78.7,43.6,Y250M-8,45,2.51,254.16,10.59,68.72,8.7,5.98,游动凡尔漏失,10,65.58,23.53,4.56,1,1.05,17.14,27.62,不达标
Test_514,中渗透,砂岩,定向井,975,24,10.1,4.38,5.72,13,56.6336633663,0.45,0,2016,38,2199.12,4.8,4,33.56,CYJW12-4.8-73HF,120,99.3,39.9,YCH280-8,33,0.91,344.15,14.34,66.52,23.1,15.37,供液不足,183.12,82.75,43.45,1.69,1,1.05,17.14,27.62,不达标
Test_515,中渗透,砂岩,定向井,1050,24,20.8,2.43,18.37,16,88.3173076923,0.45,0,1850.76,38,2001.63,4.8,4,71.66,CYJW12-4.8-73HF,120,91.5,39.7,YCCH280-8,30,0.67,286.81,11.95,65.26,55.03,35.91,泵工作基本正常,150.87,76.25,39.83,0.75,1,1.05,17.14,27.62,优良
Test_516,中渗透,砂岩,直井,,24,8,2.24,5.76,8,72,0.45,0,2000,38,2201.16,4.8,4,28.31,CYJW12-4.8-73HF,120,105.4,46.8,YCCH280-8,30,0.92,268.81,11.2,65.58,26.41,17.32,供液不足,201.16,87.83,37.33,1.68,1,1.05,17.14,27.62,达标
Test_517,中渗透,砂岩,直井,,24,10.7,1.09,9.61,9,89.8130841121,0.45,0,1583.31,38,2190.56,4.8,4,35.64,CYJW12-4.8-73HF,120,92.9,44.1,YCCH280-8,30,0.52,249.42,10.39,77.99,23.29,18.16,固定凡尔漏失,607.25,77.42,34.63,1.47,1,1.05,17.14,27.62,达标
Test_518,中渗透,砂岩,定向井,625,24,19.17,1.12,18.05,6,94.1575378195,0.45,0,1635.71,38,2290.42,4.8,4,63.43,CYJW12-4.8-73HF,120,103.6,48.5,YCCH280-8,30,0.57,225.12,9.38,65.39,57.4,37.53,泵工作基本正常,654.71,86.33,31.27,0.72,1,1.05,17.14,27.62,优良
Test_519,中渗透,砂岩,定向井,825,24,11.5,0.73,10.77,8,93.652173913,0.45,0,1690.23,38,2195.07,3.6,4,56.2,CYJW12-4.8-73HF,120,101.3,44.4,YCCH280-8,30,0.71,219.15,9.13,79.14,30.22,23.92,泵工作基本正常,504.84,84.42,30.43,1.13,1,1.05,17.14,27.62,达标
Test_520,中渗透,砂岩,直井,600,24,27,1.35,25.65,11,95,0.45,0,1067.71,44,1801.27,4.8,4,64.38,CYJW12-4.8-73HF,120,89.5,42.4,YCCH280-8,30,0.72,272.63,11.36,65.7,43.49,28.57,泵工作基本正常,733.56,74.58,37.87,0.95,1,1.05,17.14,27.62,优良
Test_521,中渗透,砂岩,定向井,650,24,13.8,1.05,12.75,12,92.3913043478,0.45,0,1593,38,2003.88,4.8,4,44.92,CYJW12-4.8-73HF,120,116.1,53.4,YCCH280-8,30,0.59,328.04,13.67,71.19,25.31,18.02,泵工作基本正常,410.88,96.75,45.57,1.49,1,1.05,17.14,27.62,达标
Test_522,中渗透,砂岩,定向井,1425,24,20.7,1.71,18.99,16,91.7391304348,0.45,0,1594.09,38,1995.85,4.8,4,70.53,CYJW12-4.8-73HF,120,112,57.4,CYQT250M-8,30,0.7,286.92,11.95,79.67,38.77,30.89,泵工作基本正常,401.76,93.33,39.83,0.87,1,1.05,17.14,27.62,优良
Test_523,中渗透,砂岩,水平井,2475,24,22.5,5.95,16.55,8,73.5555555556,0.45,0,1588.36,44,2000.48,5,4,60.28,CYJS12-5-73HB,120,91.5,43.8,YCCH280-8,30,0.82,240.1,10,70.55,55.43,39.11,泵工作基本正常,412.12,76.25,33.33,0.67,1,1.05,17.14,27.62,优良
Test_524,中渗透,砂岩,定向井,1693,24,5.09,0.82,4.27,11,83.8899803536,0.45,0,2101,38,2319.5,4,4,24.69,CYJS12-5-73HB,120,105.1,50.9,YCCH280-8,30,0.86,203.31,8.47,72.94,19.21,14.01,气体影响,218.5,87.58,28.23,1.9,1,1.05,17.14,27.62,不达标
Test_525,中渗透,砂岩,直井,,24,17.2,1.3,15.9,5,92.4418604651,0.45,0,1600.54,44,1802.15,3.8,4,51.84,CYJY14-4.8-73HB,140,56.9,35.5,YCCH280-8,30,0.81,127.36,5.31,65.74,91.85,60.38,泵工作基本正常,201.61,40.64,17.7,0.46,1,1.05,17.14,27.62,优良
Test_526,中渗透,砂岩,直井,,24,10,0.1,9.9,8,99,0.45,0,1495.91,56,1795.13,4,4,17.67,CYJS12-5-73HB,120,77.2,36.4,YCCH280-8,30,3.39,163.62,6.82,66.47,38.91,25.87,固定凡尔漏失,299.22,64.33,22.73,1.09,1,1.05,17.14,27.62,达标
Test_527,高渗透,砂岩,直井,,24,20,0.46,19.54,4,97.7,0.45,0,1694.78,38,2092,4,4,75.97,CYJS12-5-73HB,120,72.5,31.7,YCCH280-8,30,3.23,99.76,4.16,61.18,156.19,95.55,游动凡尔漏失,397.22,60.42,13.87,0.29,1,1.05,17.14,27.62,优良
Test_528,中渗透,砂岩,直井,,24,10.8,0.85,9.95,6,92.1296296296,0.45,0,864.49,38,2001.13,5,4,33.59,CYJY12-5.5-73HB,120,80.9,39,YCCH280-8,30,0.88,241.24,10.05,76.33,14.61,11.15,固定凡尔漏失游动凡尔漏失,1136.64,67.42,33.5,2.58,1,1.05,17.14,27.62,不达标
Test_529,中渗透,砂岩,定向井,2075,24,21.7,1.07,20.63,8,95.069124424,0.45,0,934.53,38,2050.25,5,4,71.17,CYJS12-5-73HB,120,67,34.1,YCCH280-8,30,1.16,177.41,7.39,64.61,51.03,32.97,泵工作基本正常,1115.72,55.83,24.63,0.87,1,1.05,17.14,27.62,优良
Test_530,中渗透,砂岩,直井,,24,6.6,6.45,0.15,11,2.2727272727,0.45,0,2052.09,44,2202.62,5,4,16.42,CYJS12-5-73HB,120,87.3,58,YCCH280-8,30,0.38,180.24,7.51,73.56,25.09,18.46,供液不足游动凡尔漏失,150.53,72.75,25.03,1.33,1,1.05,17.14,27.62,达标
Test_531,中渗透,砂岩,直井,,24,17,0.74,16.26,12,95.6470588235,0.45,0,1137.73,38,1996.01,4,4,65.88,CYJS12-5-73HB,120,66.8,39,YCCH280-8,30,4.66,149.91,6.25,60.1,61.24,36.8,固定凡尔漏失游动凡尔漏失,858.28,55.67,20.83,0.78,1,1.05,17.14,27.62,优良
